PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck,Transported
4612_01,1,0,7,755,2,1,14.0,0,0.0,166.0,603.0,2712,645,1.0,0.0,1
4613_01,3,1,2,152,1,3,40.0,0,0.0,0.0,0.0,2770,1607,0.0,0.0,1
4615_01,2,0,6,865,2,3,42.0,0,36.0,0.0,2554.0,1252,2212,0.0,9.0,1
4617_01,1,0,6,866,2,3,53.0,0,19.0,81.0,85.0,1740,1279,768.0,489.0,0
4620_01,1,1,7,757,2,3,46.0,0,0.0,0.0,0.0,1827,1753,0.0,0.0,0
4621_01,2,0,5,289,1,3,28.0,0,0.0,79.0,2003.0,835,1619,0.0,0.0,1
4622_01,1,1,7,753,1,1,25.0,0,0.0,0.0,0.0,2038,349,0.0,0.0,1
4623_01,3,0,3,146,1,2,34.0,1,0.0,-1.0,21.0,628,1942,7.0,16.0,1
4624_01,2,0,6,868,2,3,58.0,0,1246.0,0.0,66.0,887,722,36.0,0.0,0
4625_01,3,0,2,183,2,3,31.0,0,0.0,2520.0,1.0,207,110,1.0,0.0,1
4625_02,3,1,2,183,2,1,24.0,0,0.0,0.0,0.0,1916,110,0.0,0.0,1
4625_03,3,0,0,0,0,3,52.0,0,0.0,3275.0,111.0,41,110,51.0,18.0,1
4625_04,3,1,2,183,2,1,25.0,0,0.0,0.0,0.0,1085,110,0.0,0.0,1
4625_05,3,1,2,183,2,3,17.0,0,0.0,0.0,0.0,805,110,0.0,0.0,1
4625_06,0,0,2,183,2,3,27.0,0,0.0,453.0,137.0,343,110,1331.0,1660.0,0
4625_07,3,1,2,183,2,1,29.0,0,0.0,0.0,0.0,1873,110,0.0,0.0,1
4628_01,3,0,3,175,2,3,45.0,0,0.0,7484.0,465.0,935,1468,14.0,610.0,1
4630_01,1,0,6,870,2,2,28.0,0,0.0,18.0,0.0,358,1324,0.0,674.0,1
4631_01,3,1,3,147,1,1,25.0,0,0.0,0.0,-1.0,2771,1902,0.0,0.0,1
4632_01,3,1,3,176,2,3,57.0,0,0.0,0.0,0.0,811,1120,0.0,0.0,1
4632_02,3,1,3,176,2,3,68.0,0,0.0,0.0,0.0,523,1120,0.0,0.0,1
4632_03,3,0,3,176,2,1,26.0,0,0.0,431.0,28.0,2497,1120,10941.0,26.0,0
4632_04,3,0,3,176,2,3,52.0,0,2.0,364.0,0.0,824,336,2144.0,1804.0,0
4632_05,3,0,3,176,2,0,36.0,0,0.0,551.0,0.0,1588,1120,5270.0,22.0,0
4633_01,1,0,7,754,1,2,41.0,0,454.0,297.0,0.0,1147,280,2.0,0.0,0
4634_01,1,0,5,299,2,3,14.0,0,514.0,0.0,392.0,527,945,0.0,0.0,0
4635_01,1,1,7,755,1,2,16.0,0,0.0,0.0,0.0,2833,2192,0.0,0.0,1
4637_01,2,0,0,0,0,3,24.0,0,672.0,0.0,501.0,1938,510,0.0,-1.0,0
4638_01,3,0,2,153,1,3,62.0,1,0.0,1633.0,0.0,1997,1371,1742.0,0.0,1
4640_01,1,0,7,760,2,1,26.0,0,595.0,84.0,0.0,1719,186,0.0,131.0,1
4641_01,1,0,6,871,2,3,45.0,0,65.0,63.0,3.0,2098,334,713.0,27.0,0
4642_01,3,0,3,178,2,3,41.0,0,0.0,412.0,0.0,1637,1948,4030.0,0.0,0
4643_01,1,0,6,947,1,3,36.0,0,-1.0,724.0,0.0,2039,968,0.0,0.0,1
4644_01,1,0,6,872,2,1,13.0,0,8.0,1385.0,1445.0,1587,2221,250.0,8.0,1
4645_01,3,0,2,184,2,3,48.0,0,0.0,9633.0,0.0,1707,2406,1.0,2.0,1
4645_02,3,1,2,184,2,3,-1.0,0,0.0,0.0,0.0,20,2406,0.0,0.0,1
4646_01,1,0,6,873,2,2,22.0,0,141.0,16.0,0.0,1666,1376,177.0,336.0,1
4648_01,0,0,6,874,2,3,39.0,0,290.0,0.0,84.0,900,395,266.0,0.0,1
4649_01,1,0,5,290,1,3,45.0,0,1399.0,226.0,0.0,2788,2230,0.0,0.0,0
4650_01,1,0,7,762,2,3,42.0,0,84.0,323.0,0.0,1887,1212,1251.0,120.0,0
4651_01,3,0,3,179,2,3,33.0,0,0.0,7039.0,0.0,1011,1009,902.0,405.0,1
4652_01,1,0,0,0,0,3,27.0,0,0.0,89.0,874.0,200,545,34.0,0.0,1
4653_01,1,0,5,302,2,0,47.0,0,0.0,370.0,0.0,329,1458,380.0,38.0,0
4654_01,3,1,5,291,1,3,20.0,0,0.0,0.0,0.0,220,1127,0.0,0.0,1
4655_01,3,1,2,154,1,1,32.0,0,0.0,0.0,0.0,2541,2397,0.0,0.0,1
4655_02,0,1,2,154,1,3,54.0,0,0.0,0.0,0.0,1847,2397,0.0,0.0,1
4656_01,1,0,6,875,2,3,23.0,0,0.0,1125.0,0.0,997,674,-1.0,993.0,0
4656_02,1,0,7,763,2,3,9.0,0,0.0,0.0,0.0,1320,674,0.0,0.0,0
4657_01,1,0,7,756,1,3,17.0,0,372.0,0.0,477.0,107,1612,0.0,0.0,0
4658_01,3,0,4,147,2,3,26.0,0,0.0,823.0,0.0,160,388,1821.0,1508.0,0
4658_02,3,0,4,147,2,3,38.0,0,0.0,93.0,0.0,646,388,0.0,7303.0,0
4659_01,1,0,6,876,2,3,24.0,0,703.0,0.0,0.0,1489,1846,0.0,0.0,0
4661_01,1,0,6,948,1,0,30.0,0,77.0,2325.0,5.0,1596,784,117.0,1.0,1
4661_02,1,1,7,757,1,1,2.0,0,0.0,0.0,0.0,1719,784,0.0,0.0,0
4661_03,1,1,7,757,1,3,4.0,0,0.0,0.0,0.0,2533,2035,0.0,0.0,1
4661_04,1,1,7,757,1,3,9.0,0,0.0,0.0,0.0,1400,784,0.0,0.0,0
4661_05,1,0,6,948,1,3,30.0,0,0.0,0.0,3.0,952,460,3434.0,0.0,0
4661_06,1,1,7,757,1,3,5.0,0,0.0,0.0,0.0,2004,784,-1.0,0.0,0
4661_07,1,0,7,757,1,3,2.0,-1,0.0,0.0,0.0,1712,784,0.0,0.0,0
4662_01,3,0,3,148,1,3,32.0,0,45.0,985.0,0.0,202,258,0.0,6803.0,0
4662_02,3,1,3,148,1,0,53.0,0,0.0,0.0,0.0,999,258,0.0,0.0,1
4662_03,3,0,0,0,0,3,46.0,0,0.0,3856.0,0.0,606,471,1.0,312.0,1
4663_01,1,1,7,765,2,3,2.0,0,0.0,0.0,0.0,1667,47,0.0,0.0,1
4663_02,1,1,7,765,2,3,1.0,0,0.0,0.0,0.0,910,47,0.0,0.0,1
4663_03,1,1,7,765,2,3,11.0,0,0.0,0.0,0.0,216,762,0.0,0.0,1
4663_04,1,0,7,765,2,1,3.0,0,0.0,0.0,0.0,573,47,0.0,0.0,1
4663_05,1,1,7,765,2,3,33.0,0,0.0,0.0,0.0,1769,47,0.0,0.0,1
4663_06,1,1,7,765,2,1,3.0,0,0.0,0.0,0.0,488,47,0.0,0.0,1
4664_01,1,0,5,303,2,3,38.0,0,182.0,776.0,3.0,597,967,33.0,0.0,0
4665_01,1,1,7,758,1,2,21.0,0,0.0,0.0,0.0,2637,1546,0.0,0.0,0
4667_01,1,1,0,0,0,3,41.0,0,0.0,0.0,0.0,222,1060,0.0,0.0,1
4668_01,3,1,3,180,2,1,64.0,0,0.0,0.0,0.0,2723,933,0.0,0.0,1
4668_02,3,1,3,180,2,1,27.0,1,0.0,0.0,0.0,1817,933,0.0,0.0,1
4672_01,1,1,7,759,1,1,41.0,0,0.0,-1.0,-1.0,2301,1201,0.0,0.0,0
4673_01,1,0,6,950,1,0,19.0,0,35.0,2.0,481.0,1656,532,121.0,-1.0,0
4676_01,1,0,7,760,1,3,42.0,0,0.0,0.0,1677.0,965,1443,65.0,62.0,1
4677_01,3,0,3,150,1,1,30.0,0,0.0,4066.0,0.0,1787,1501,544.0,1272.0,0
4678_01,1,0,6,951,1,3,38.0,0,183.0,203.0,0.0,2238,661,110.0,374.0,0
4679_01,3,0,3,181,2,3,63.0,0,0.0,4579.0,1.0,2448,2085,1006.0,2084.0,1
4680_01,2,0,4,155,1,3,17.0,0,-1.0,0.0,38.0,1092,1435,0.0,2.0,0
4680_02,2,1,6,952,1,3,2.0,0,0.0,0.0,0.0,800,1435,0.0,0.0,1
4680_03,2,-1,6,952,1,3,19.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0,1
4680_04,2,0,4,155,1,3,37.0,0,1144.0,4.0,34.0,2250,1435,0.0,0.0,0
4684_01,2,0,6,878,2,3,50.0,0,225.0,0.0,796.0,1008,2039,107.0,0.0,1
4686_01,1,0,7,768,2,3,38.0,0,0.0,172.0,615.0,1836,1819,0.0,0.0,1
4689_01,3,0,3,182,2,3,28.0,1,0.0,3119.0,0.0,639,665,1404.0,366.0,1
4690_01,3,1,2,156,1,3,35.0,0,0.0,0.0,0.0,24,2399,0.0,0.0,1
4690_02,3,0,0,0,0,3,27.0,0,14327.0,1487.0,0.0,356,2399,1.0,0.0,0
4691_01,1,0,7,769,2,3,15.0,0,0.0,7.0,0.0,1376,233,749.0,0.0,0
4693_01,3,0,2,186,2,3,29.0,1,0.0,920.0,0.0,140,2403,2052.0,3687.0,0
4693_02,3,1,2,186,2,1,65.0,0,0.0,0.0,0.0,2631,2403,0.0,0.0,1
4694_01,1,0,6,881,2,1,27.0,0,0.0,630.0,0.0,1232,1462,71.0,0.0,1
4695_01,2,0,6,882,2,3,0.0,0,0.0,0.0,0.0,505,830,0.0,0.0,1
4695_02,2,0,6,882,2,3,21.0,0,3148.0,0.0,1.0,2270,830,0.0,0.0,0
4695_03,2,1,6,882,2,3,19.0,0,0.0,0.0,0.0,280,830,0.0,0.0,1
4696_01,2,1,6,883,2,3,39.0,0,0.0,0.0,0.0,36,822,0.0,0.0,1
4699_01,1,0,6,955,1,1,60.0,0,0.0,0.0,0.0,1771,711,0.0,-1.0,0
4704_01,3,0,4,156,1,1,30.0,0,818.0,44.0,2.0,2782,1624,2956.0,2311.0,0
4706_01,1,1,7,762,1,3,30.0,0,0.0,0.0,0.0,947,1654,0.0,0.0,0
4706_02,1,1,7,762,1,3,40.0,0,0.0,0.0,0.0,467,1654,0.0,0.0,1
4708_01,2,0,5,304,2,3,26.0,0,0.0,25.0,13.0,2399,1954,11.0,998.0,0
4709_01,1,0,6,957,1,1,38.0,0,2614.0,0.0,103.0,2266,2031,0.0,0.0,0
4710_01,2,0,6,958,1,3,22.0,0,130.0,15.0,2454.0,298,886,0.0,0.0,1
4710_02,2,0,5,293,1,3,-1.0,0,179.0,0.0,1805.0,269,886,131.0,0.0,0
4711_01,2,0,6,959,1,3,65.0,0,1420.0,0.0,84.0,1594,1341,0.0,0.0,0
4712_01,1,1,7,764,1,2,61.0,0,0.0,0.0,0.0,761,2190,0.0,0.0,1
4713_01,1,0,6,885,2,3,20.0,0,0.0,0.0,111.0,1057,1168,39.0,1094.0,0
4714_01,1,1,7,765,1,3,24.0,0,0.0,0.0,0.0,2036,460,0.0,0.0,0
4717_01,1,1,7,766,1,3,16.0,0,0.0,0.0,0.0,1781,2324,0.0,0.0,0
4719_01,2,1,5,305,2,3,35.0,0,0.0,-1.0,0.0,461,254,0.0,0.0,1
4720_01,1,0,6,887,2,3,21.0,0,0.0,681.0,51.0,1636,511,131.0,1.0,1
4721_01,1,1,7,771,2,3,23.0,0,0.0,0.0,0.0,2618,1037,0.0,0.0,1
4723_01,1,0,6,888,2,1,17.0,0,0.0,262.0,0.0,934,317,0.0,502.0,1
4723_02,1,0,6,888,2,2,24.0,0,154.0,7.0,241.0,2591,317,213.0,453.0,0
4725_01,1,0,7,767,1,1,27.0,0,866.0,0.0,0.0,2252,355,0.0,23.0,0
4726_01,3,0,3,187,2,3,26.0,0,0.0,1910.0,0.0,1054,1607,1777.0,-1.0,1
4726_02,3,0,3,187,2,1,26.0,0,0.0,3452.0,0.0,1761,594,4.0,1960.0,1
4726_03,3,0,3,187,2,3,20.0,0,0.0,3.0,0.0,2399,1954,1271.0,2630.0,1
4726_04,3,1,3,187,2,3,28.0,0,0.0,0.0,0.0,489,594,0.0,0.0,1
4726_05,3,0,3,187,2,3,37.0,0,8.0,21.0,0.0,938,1607,56.0,2167.0,1
4728_01,2,0,6,889,2,3,23.0,0,706.0,0.0,0.0,504,1226,0.0,583.0,0
4728_02,2,1,6,889,2,0,49.0,0,-1.0,0.0,0.0,1782,1226,0.0,0.0,1
4730_01,3,0,2,158,1,0,50.0,0,0.0,1338.0,0.0,1061,1561,40.0,6178.0,0
4732_01,3,1,3,151,1,3,4.0,0,0.0,-1.0,0.0,872,793,0.0,0.0,1
4732_02,3,1,3,151,1,3,32.0,0,0.0,0.0,0.0,511,793,0.0,0.0,1
4732_03,3,0,3,151,1,3,44.0,0,0.0,0.0,0.0,20,793,0.0,0.0,1
4733_01,1,0,5,294,1,3,20.0,0,962.0,0.0,4581.0,2639,629,105.0,0.0,1
4738_01,2,0,6,893,2,3,30.0,0,531.0,807.0,35.0,2804,998,200.0,0.0,0
4738_02,2,0,6,893,2,3,29.0,0,574.0,0.0,4940.0,2536,998,1831.0,2.0,0
4739_01,1,0,7,773,2,3,22.0,0,37.0,3.0,0.0,862,2011,305.0,581.0,1
4741_01,2,1,6,961,1,3,35.0,0,0.0,0.0,0.0,113,1941,0.0,0.0,1
4741_02,2,0,6,961,1,1,0.0,-1,0.0,0.0,0.0,1812,1941,0.0,0.0,1
4741_03,2,-1,6,961,1,3,6.0,0,0.0,0.0,0.0,397,1941,0.0,0.0,1
4743_01,3,0,5,306,2,3,38.0,0,0.0,4504.0,0.0,2489,1642,13.0,302.0,1
4744_01,3,0,3,152,1,3,34.0,0,0.0,48.0,2067.0,1352,51,3.0,6.0,1
4744_02,3,1,3,152,1,1,34.0,0,0.0,0.0,0.0,2088,51,0.0,0.0,1
4746_01,1,0,7,775,2,3,-1.0,0,282.0,8.0,337.0,365,2273,0.0,0.0,0
4748_01,2,0,4,149,2,3,53.0,0,204.0,142.0,380.0,960,140,38.0,1.0,0
4750_01,3,0,1,57,2,3,28.0,0,0.0,395.0,118.0,2737,1756,14.0,1647.0,0
4750_02,3,0,1,57,2,3,31.0,0,0.0,1382.0,0.0,749,1756,1795.0,588.0,0
4752_01,2,0,6,964,1,2,56.0,0,233.0,0.0,1356.0,1243,882,0.0,171.0,0
4753_01,2,0,6,895,2,3,36.0,0,850.0,-1.0,454.0,2091,2200,0.0,0.0,0
4754_01,1,0,5,307,2,1,30.0,0,25.0,245.0,198.0,1057,1637,2.0,321.0,0
4755_01,2,1,6,965,1,3,32.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0,1
4756_01,3,1,3,188,2,1,44.0,-1,0.0,0.0,0.0,2227,2181,0.0,0.0,1
4756_02,3,1,3,188,2,1,54.0,0,0.0,0.0,-1.0,1449,2181,0.0,0.0,1
4757_01,1,0,6,896,2,3,24.0,0,185.0,0.0,476.0,1324,2402,1810.0,53.0,0
4758_01,1,0,6,966,1,3,44.0,0,248.0,0.0,0.0,2816,449,0.0,623.0,0
4759_01,1,0,6,897,2,3,25.0,0,0.0,3.0,23.0,2628,989,693.0,0.0,0
4762_01,2,1,6,968,1,3,35.0,0,0.0,0.0,0.0,287,1920,0.0,0.0,1
4763_01,2,0,6,969,1,3,29.0,0,298.0,0.0,888.0,316,756,5.0,0.0,1
4764_01,1,0,5,308,2,3,22.0,0,0.0,669.0,121.0,542,695,0.0,56.0,1
4769_01,1,1,7,776,2,3,22.0,0,0.0,0.0,0.0,531,784,0.0,0.0,1
4770_01,1,0,6,900,2,1,22.0,0,0.0,509.0,2.0,133,1302,8.0,74.0,1
4770_02,1,1,6,900,2,2,18.0,0,0.0,0.0,0.0,2276,1302,0.0,0.0,1
4772_01,1,0,6,971,1,1,22.0,0,256.0,0.0,0.0,211,684,0.0,373.0,0
4773_01,1,0,7,777,2,0,52.0,0,935.0,779.0,0.0,2220,239,0.0,0.0,1
4774_01,2,1,6,972,1,3,0.0,0,0.0,0.0,0.0,2585,2204,0.0,0.0,1
4774_02,2,1,6,972,1,3,1.0,0,0.0,0.0,0.0,1799,483,0.0,0.0,1
4774_03,2,0,6,972,1,3,34.0,0,2130.0,0.0,1.0,2773,2204,1.0,0.0,0
4774_04,2,1,6,972,1,3,6.0,0,0.0,0.0,0.0,2179,2204,0.0,0.0,1
4775_01,1,0,7,778,2,3,22.0,0,123.0,1.0,660.0,1656,2221,0.0,0.0,1
4777_01,1,1,7,779,2,3,31.0,0,0.0,0.0,0.0,2411,2220,0.0,0.0,1
4778_01,3,0,1,58,2,3,31.0,0,588.0,1261.0,0.0,2476,2175,228.0,6.0,0
4780_01,2,0,5,309,2,3,20.0,0,845.0,0.0,46.0,2163,424,123.0,0.0,0
4780_02,2,1,5,309,2,3,25.0,0,0.0,0.0,0.0,653,424,0.0,0.0,1
4782_01,3,1,0,0,0,1,23.0,0,0.0,0.0,0.0,12,62,0.0,0.0,1
4782_02,3,0,3,189,2,3,53.0,0,50.0,11552.0,0.0,2228,62,2998.0,4334.0,0
4782_03,3,0,3,189,2,1,32.0,0,0.0,225.0,0.0,1213,62,3873.0,240.0,0
4782_04,3,1,3,189,2,1,27.0,0,0.0,0.0,0.0,447,764,0.0,-1.0,1
4782_05,3,0,3,189,2,1,48.0,0,0.0,342.0,929.0,1042,62,10887.0,0.0,0
4783_01,3,0,1,43,1,3,37.0,0,223.0,9495.0,0.0,220,1129,1318.0,1866.0,1
4784_01,2,1,6,903,2,3,21.0,0,0.0,0.0,0.0,17,908,0.0,0.0,1
4785_01,3,1,2,159,1,1,29.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0,1
4786_01,3,1,2,160,1,3,46.0,1,0.0,0.0,0.0,1262,77,0.0,0.0,1
4787_01,1,0,7,780,2,3,19.0,0,2.0,0.0,-1.0,2547,1685,9.0,754.0,0
4788_01,1,0,6,904,2,3,22.0,0,0.0,0.0,0.0,2502,1783,778.0,0.0,0
4790_01,3,0,2,189,2,0,54.0,1,0.0,2853.0,0.0,625,1691,0.0,1666.0,0
4791_01,1,0,7,781,2,3,43.0,0,63.0,1339.0,9.0,2699,2059,253.0,42.0,1
4792_01,1,1,7,782,2,3,18.0,0,0.0,0.0,0.0,1757,2109,0.0,0.0,1
4793_01,3,0,5,310,2,1,36.0,0,13.0,1480.0,1.0,2722,128,1439.0,1955.0,0
4793_02,3,0,5,310,2,3,20.0,0,0.0,1131.0,3783.0,1764,128,161.0,0.0,1
4794_01,1,0,6,974,1,3,63.0,0,0.0,104.0,0.0,910,659,599.0,0.0,0
4795_01,1,0,6,905,2,3,50.0,0,138.0,706.0,0.0,2047,1197,18.0,40.0,1
4796_01,2,0,0,0,0,3,13.0,0,21.0,0.0,1564.0,716,1142,0.0,1.0,1
4796_02,2,1,5,311,2,0,43.0,0,0.0,0.0,0.0,577,1142,0.0,0.0,1
4797_01,1,1,7,783,2,2,16.0,0,0.0,0.0,0.0,180,2076,0.0,0.0,1
4798_01,2,1,6,975,1,3,31.0,0,0.0,0.0,0.0,1508,2382,0.0,0.0,1
4798_02,2,1,6,975,1,3,0.0,0,0.0,0.0,0.0,1455,2382,-1.0,0.0,1
4798_03,2,1,6,975,1,3,10.0,0,0.0,-1.0,0.0,2277,2382,0.0,0.0,1
4801_01,1,1,7,773,1,3,10.0,0,-1.0,0.0,0.0,2610,1330,0.0,0.0,0
4803_01,1,0,6,977,1,3,55.0,0,1028.0,18.0,0.0,2196,2090,0.0,0.0,0
4804_01,1,0,6,906,2,3,18.0,0,211.0,594.0,2.0,2718,1872,493.0,62.0,1
4804_02,1,0,7,785,2,3,7.0,0,0.0,0.0,-1.0,902,1872,0.0,0.0,1
4804_03,1,1,7,785,2,3,1.0,0,0.0,0.0,-1.0,1149,1796,0.0,0.0,1
4807_01,1,0,7,776,1,3,44.0,0,22.0,1.0,0.0,2463,16,864.0,0.0,0
4808_01,2,0,5,299,1,3,27.0,0,665.0,631.0,1.0,630,18,-1.0,0.0,0
4810_01,1,0,0,0,0,2,20.0,0,30.0,4.0,0.0,419,1887,321.0,451.0,0
4813_01,3,0,3,190,2,1,49.0,0,0.0,7762.0,2.0,2586,2396,0.0,98.0,1
4814_01,1,1,7,788,2,1,22.0,0,0.0,0.0,0.0,444,463,0.0,0.0,1
4815_01,1,0,6,907,2,1,21.0,0,564.0,9.0,0.0,2646,1011,0.0,30.0,1
4817_01,2,0,6,979,1,3,26.0,0,17.0,0.0,746.0,74,2340,394.0,0.0,0
4818_01,2,0,4,150,2,3,65.0,0,588.0,196.0,272.0,209,750,0.0,0.0,1
4819_01,2,1,6,980,1,3,20.0,0,0.0,0.0,0.0,179,1994,0.0,0.0,1
4822_01,2,1,6,981,1,1,0.0,0,0.0,0.0,0.0,2256,635,0.0,0.0,1
4822_02,2,1,6,981,1,3,16.0,0,0.0,0.0,0.0,205,635,0.0,0.0,1
4822_03,0,1,6,981,1,3,22.0,0,0.0,0.0,0.0,1420,635,0.0,0.0,1
4822_04,2,0,6,981,1,3,0.0,0,0.0,0.0,0.0,2399,1954,0.0,0.0,1
4823_01,1,0,7,777,1,3,21.0,0,526.0,0.0,-1.0,1406,1716,258.0,0.0,0
4827_01,1,1,7,789,2,2,30.0,-1,0.0,0.0,0.0,2311,219,0.0,0.0,1
4828_01,1,0,7,778,1,1,14.0,0,363.0,44.0,0.0,2399,1954,0.0,512.0,1
4829_01,2,0,6,982,1,3,45.0,0,944.0,292.0,2.0,736,1422,-1.0,0.0,0
4830_01,1,0,6,983,1,3,22.0,0,0.0,0.0,0.0,2029,456,19.0,785.0,0
4831_01,2,1,6,984,1,3,21.0,0,0.0,0.0,0.0,1485,1113,0.0,0.0,1
4832_01,1,0,5,301,1,0,37.0,0,542.0,440.0,1.0,243,1420,0.0,0.0,0
4836_01,2,1,0,0,0,3,29.0,0,0.0,-1.0,0.0,1782,1944,0.0,0.0,1
4836_02,2,0,6,911,2,3,29.0,1,20.0,-1.0,1902.0,925,1944,0.0,3.0,1
4837_01,1,0,6,912,2,3,21.0,-1,0.0,198.0,559.0,2046,2331,19.0,44.0,1
4838_01,1,0,6,913,2,3,52.0,0,1.0,13.0,3.0,2561,1983,0.0,700.0,0
4840_01,0,1,6,915,2,3,36.0,0,0.0,0.0,-1.0,2399,1954,0.0,0.0,1
4841_01,3,1,2,192,2,1,59.0,0,0.0,0.0,0.0,777,1365,0.0,0.0,1
4841_02,3,0,2,192,2,3,21.0,0,12.0,1855.0,0.0,1450,1365,1381.0,358.0,0
4841_03,3,0,2,192,2,3,25.0,0,21.0,2148.0,0.0,2497,1365,1966.0,12708.0,0
4842_01,2,0,4,152,2,3,23.0,0,2260.0,0.0,152.0,1734,1135,106.0,60.0,0
4845_01,3,1,5,302,1,1,36.0,0,0.0,0.0,0.0,1911,25,0.0,0.0,1
4846_01,1,0,5,314,2,3,38.0,0,161.0,3.0,0.0,2238,1079,624.0,0.0,0
4846_02,1,1,7,791,2,3,0.0,0,0.0,0.0,0.0,573,1079,0.0,-1.0,1
4847_01,1,0,6,917,2,3,19.0,0,0.0,0.0,699.0,1901,1515,18.0,86.0,1
4848_01,1,0,6,986,1,3,30.0,0,148.0,0.0,0.0,799,457,619.0,34.0,1
4850_01,1,0,7,792,2,3,23.0,0,14.0,0.0,437.0,1766,543,103.0,333.0,1
4850_02,1,0,7,792,2,3,55.0,0,330.0,114.0,0.0,661,543,2.0,0.0,1
4851_01,1,0,6,918,2,2,44.0,-1,0.0,463.0,1.0,446,2283,172.0,0.0,1
4853_01,3,0,3,153,1,3,30.0,0,4531.0,212.0,10.0,846,1407,157.0,12.0,0
4856_01,1,0,6,920,2,3,39.0,0,12.0,8.0,0.0,2286,217,4.0,753.0,1
4857_01,1,0,7,782,1,1,19.0,0,423.0,-1.0,0.0,1236,381,0.0,0.0,0
4862_01,1,0,7,783,1,3,24.0,0,0.0,871.0,17.0,536,93,0.0,0.0,0
4863_01,3,-1,8,2,2,3,37.0,0,1721.0,667.0,-1.0,475,2256,28.0,1362.0,0
4864_01,1,0,7,784,1,1,24.0,0,0.0,0.0,0.0,2399,1954,734.0,21.0,0
4866_01,1,0,6,922,2,3,17.0,0,0.0,0.0,1875.0,2815,775,142.0,2.0,1
4868_01,1,0,5,304,1,3,17.0,0,0.0,775.0,0.0,2184,453,13.0,0.0,1
4870_01,1,0,7,785,1,1,14.0,0,8.0,0.0,-1.0,789,1550,0.0,176.0,0
4871_01,1,0,6,990,1,2,13.0,0,0.0,611.0,0.0,1711,1632,0.0,0.0,0
4873_01,3,0,3,191,2,1,35.0,0,0.0,1135.0,0.0,1600,1353,0.0,3880.0,1
4874_01,2,0,6,925,2,3,32.0,0,654.0,0.0,655.0,2417,679,0.0,0.0,1
4874_02,2,1,6,925,2,3,18.0,0,0.0,0.0,0.0,983,679,0.0,0.0,1
4875_01,1,0,6,926,2,3,21.0,0,529.0,8.0,89.0,1225,2075,21.0,0.0,1
4876_01,2,0,6,927,2,3,25.0,0,750.0,0.0,109.0,781,1518,368.0,0.0,0
4878_01,2,0,6,929,2,3,36.0,0,108.0,0.0,941.0,166,1215,861.0,0.0,0
4879_01,1,0,7,786,1,3,20.0,0,362.0,0.0,31.0,2764,1774,12.0,483.0,0
4880_01,1,0,7,787,1,1,22.0,0,126.0,3.0,0.0,408,1117,1305.0,0.0,0
4881_01,2,1,5,315,2,3,27.0,0,0.0,0.0,0.0,1378,1504,0.0,0.0,1
4882_01,3,0,2,193,2,3,-1.0,0,9.0,2031.0,0.0,2770,1296,20.0,1837.0,0
4883_01,0,1,7,788,1,3,38.0,0,0.0,0.0,0.0,413,89,0.0,0.0,1
4884_01,2,1,5,316,2,3,23.0,0,0.0,0.0,0.0,1603,2087,0.0,0.0,0
4885_01,2,0,6,930,2,3,21.0,0,74.0,0.0,713.0,71,822,0.0,502.0,1
4886_01,1,0,6,931,2,3,18.0,0,-1.0,0.0,1770.0,1474,1692,1284.0,8.0,0
4887_01,1,0,6,991,1,3,20.0,0,0.0,254.0,868.0,2204,1605,405.0,0.0,1
4888_01,3,1,3,192,2,3,28.0,0,0.0,0.0,0.0,2884,2343,0.0,0.0,1
4889_01,1,0,7,794,2,2,57.0,0,274.0,8.0,0.0,422,922,19.0,466.0,0
4890_01,1,0,7,795,2,1,10.0,0,0.0,0.0,0.0,2727,2366,0.0,0.0,1
4890_02,1,0,6,932,2,3,23.0,0,0.0,0.0,874.0,2205,2366,-1.0,0.0,1
4891_01,3,1,2,194,2,3,22.0,0,0.0,0.0,0.0,1832,549,0.0,0.0,1
4891_02,3,1,2,194,2,1,24.0,0,0.0,0.0,0.0,877,59,0.0,0.0,1
4892_01,1,0,7,796,2,3,52.0,0,44.0,-1.0,0.0,61,179,42.0,1731.0,0
4893_01,1,1,7,797,2,1,31.0,0,0.0,0.0,0.0,2867,360,0.0,0.0,1
4895_01,1,1,7,789,1,1,15.0,0,0.0,0.0,0.0,2137,661,0.0,0.0,1
4896_01,1,0,6,992,1,3,40.0,0,176.0,932.0,0.0,2610,2277,0.0,-1.0,0
4897_01,1,0,6,993,1,3,18.0,0,0.0,0.0,31.0,1778,20,2121.0,0.0,0
4898_01,1,0,6,933,2,3,28.0,0,647.0,1.0,32.0,1057,1801,71.0,140.0,1
4899_01,1,1,7,799,2,3,40.0,0,0.0,0.0,0.0,552,688,0.0,0.0,1
4899_02,1,0,7,799,2,2,32.0,0,8.0,690.0,3.0,1822,688,5.0,0.0,1
4900_01,1,0,6,994,1,2,35.0,0,0.0,0.0,2.0,2004,848,672.0,10.0,0
4901_01,1,0,7,790,1,3,52.0,0,0.0,837.0,1.0,761,1276,2.0,8.0,0
4901_02,1,0,5,305,1,3,34.0,0,695.0,25.0,276.0,1079,1276,0.0,0.0,0
